wbgene,symbol,sequence
WBGene00020437,stt-3,stt-3
WBGene00005159,srg-1,srg-1
WBGene00005160,srg-2,srg-2
WBGene00005165,srg-7,srg-7
WBGene00016982,C56G2.9,C56G2.9
WBGene00016978,C56G2.3,C56G2.3
WBGene00015637,srxa-5,srxa-5
WBGene00003851,odr-4,odr-4
WBGene00019908,R05H11.2,R05H11.2
WBGene00020316,brc-2,brc-2
WBGene00004340,rfc-4,rfc-4
WBGene00045190,R01H2.8,R01H2.8
WBGene00044353,ZK418.10,ZK418.10
WBGene00022732,ZK418.2,ZK418.2
WBGene00003608,nhr-9,nhr-9
WBGene00044354,ZK418.11,ZK418.11
WBGene00015104,B0280.9,B0280.9
WBGene00044674,B0280.17,B0280.17
WBGene00019400,K04G7.1,K04G7.1
WBGene00015163,B0361.9,B0361.9
WBGene00000846,cup-5,cup-5
WBGene00015989,C18H2.2,C18H2.2
WBGene00022792,ZK686.2,ZK686.2
WBGene00022785,ZK652.6,ZK652.6
WBGene00000446,ceh-23,ceh-23
WBGene00022800,ZK688.5,ZK688.5
WBGene00001628,gly-3,gly-3
WBGene00015557,C06G4.1,C06G4.1
WBGene00000507,cit-1.1,cit-1.1
WBGene00004125,mdt-30,mdt-30
WBGene00019678,K12H4.3,K12H4.3
WBGene00000143,apc-2,apc-2
WBGene00001743,grp-1,grp-1
WBGene00019457,vms-1,vms-1
WBGene00019460,idi-1,idi-1
WBGene00015753,C14B9.3,C14B9.3
WBGene00017041,D2007.1,D2007.1
WBGene00006627,tsp-1,tsp-1
WBGene00007056,crn-7,crn-7
WBGene00017353,F10E9.1,F10E9.1
WBGene00017361,F10E9.12,F10E9.12
WBGene00022700,ZK353.4,ZK353.4
WBGene00018371,ess-2,ess-2
WBGene00022505,ZC21.3,ZC21.3
WBGene00015524,C06E1.9,C06E1.9
WBGene00001028,dnj-10,dnj-10
WBGene00001078,dpy-19,dpy-19
WBGene00017692,F22B7.1,F22B7.1
WBGene00003993,pgl-2,pgl-2
WBGene00022718,ZK370.4,ZK370.4
WBGene00004856,sma-2,sma-2
WBGene00019303,K02D10.3,K02D10.3
WBGene00018835,F54F2.7,F54F2.7
WBGene00014023,lnkn-1,lnkn-1
WBGene00014030,glb-1,glb-1
WBGene00001386,far-2,far-2
WBGene00003597,nhl-1,nhl-1
WBGene00010074,irld-34,irld-34
WBGene00004223,ptr-9,ptr-9
WBGene00013848,npr-29,npr-29
WBGene00011366,T02C1.2,T02C1.2
WBGene00008002,nlp-48,nlp-48
WBGene00012059,T26G10.1,T26G10.1
WBGene00010036,cpar-1,cpar-1
WBGene00000268,bre-3,bre-3
WBGene00004933,sod-4,sod-4
WBGene00014220,ZK1098.3,ZK1098.3
WBGene00008167,acox-1.5,acox-1.5
WBGene00004401,rom-2,rom-2
WBGene00011500,T05G5.5,T05G5.5
WBGene00014014,ZK632.5,ZK632.5
WBGene00014020,ZK632.14,ZK632.14
WBGene00197404,K03H1.18,K03H1.18
WBGene00010863,M04D8.5,M04D8.5
WBGene00010864,xbx-3,xbx-3
WBGene00010865,M04D8.7,M04D8.7
WBGene00011804,T16G12.3,T16G12.3
WBGene00011819,hal-2,hal-2
WBGene00014232,ttll-4,ttll-4
WBGene00011869,dod-6,dod-6
WBGene00011873,T20G5.12,T20G5.12
WBGene00010755,vglu-2,vglu-2
WBGene00011562,sas-7,sas-7
WBGene00008019,C38H2.2,C38H2.2
WBGene00008020,C38H2.3,C38H2.3
WBGene00010839,chl-1,chl-1
WBGene00010362,enu-3.1,enu-3.1
WBGene00008424,D2045.7,D2045.7
WBGene00004282,rab-30,rab-30
WBGene00012860,acdh-11,acdh-11
WBGene00194731,Y39A1A.27,Y39A1A.27
WBGene00012651,orc-4,orc-4
WBGene00012652,Y39A1A.14,Y39A1A.14
WBGene00012654,Y39A1A.16,Y39A1A.16
WBGene00010477,enu-3.6,enu-3.6
WBGene00002219,klp-7,klp-7
WBGene00011268,pde-12,pde-12
WBGene00012964,Y48A6B.3,Y48A6B.3
WBGene00012967,kvs-4,kvs-4
WBGene00012974,Y48A6C.1,Y48A6C.1
WBGene00012923,fbxa-128,fbxa-128
WBGene00012936,pola-1,pola-1
WBGene00000519,cku-70,cku-70
WBGene00012924,Y47D3A.5,Y47D3A.5
WBGene00012938,Y47D3A.32,Y47D3A.32
WBGene00012933,mib-1,mib-1
WBGene00012935,mcm-10,mcm-10
WBGene00006573,tin-10,tin-10
WBGene00013435,Y66D12A.9,Y66D12A.9
WBGene00194866,Y41C4A.22,Y41C4A.22
WBGene00012753,Y41C4A.6,Y41C4A.6
WBGene00012754,Y41C4A.7,Y41C4A.7
WBGene00000670,col-95,col-95
WBGene00007704,mdt-21,mdt-21
WBGene00013232,faah-4,faah-4
WBGene00044233,dolk-1,dolk-1
WBGene00013228,Y56A3A.7,Y56A3A.7
WBGene00013244,Y56A3A.33,Y56A3A.33
WBGene00006993,zyg-8,zyg-8
WBGene00013548,lury-1,lury-1
WBGene00013553,Y75B8A.18,Y75B8A.18
WBGene00013558,Y75B8A.25,Y75B8A.25
WBGene00006986,zip-1,zip-1
WBGene00013562,Y75B8A.32,Y75B8A.32
WBGene00004086,pph-4.2,pph-4.2
WBGene00013041,pstk-1,pstk-1
WBGene00013738,elpc-2,elpc-2
WBGene00013742,sas-1,sas-1
WBGene00012560,Y37D8A.25,Y37D8A.25
WBGene00012545,Y37D8A.3,Y37D8A.3
WBGene00012547,Y37D8A.5,Y37D8A.5
WBGene00012561,Y37D8A.26,Y37D8A.26
WBGene00012552,enu-3.5,enu-3.5
WBGene00001457,flp-14,flp-14
WBGene00012555,npp-25,npp-25
WBGene00012712,ttm-1,ttm-1
WBGene00012719,Y39E4B.10,Y39E4B.10
WBGene00012714,abce-1,abce-1
WBGene00012720,Y39E4B.11,Y39E4B.11
WBGene00010138,anoh-1,anoh-1
WBGene00000774,cpf-2,cpf-2
WBGene00012804,Y43F4B.7,Y43F4B.7
WBGene00002059,ife-1,ife-1
WBGene00185005,T03F6.10,T03F6.10
WBGene00001035,dnj-17,dnj-17
WBGene00000067,act-5,act-5
WBGene00000179,aqp-11,aqp-11
WBGene00012306,W06F12.2,W06F12.2
WBGene00012307,W06F12.3,W06F12.3
WBGene00022219,Y73B3A.18,Y73B3A.18
WBGene00045295,fbxa-222,fbxa-222
WBGene00020083,R57.2,R57.2
WBGene00015139,B0310.3,B0310.3
WBGene00017898,F28C10.3,F28C10.3
WBGene00006825,unc-96,unc-96
WBGene00019722,M02A10.1,M02A10.1
WBGene00004829,sli-1,sli-1
WBGene00020214,attf-5,attf-5
WBGene00018213,F39H12.2,F39H12.2
WBGene00018212,F39H12.1,F39H12.1
WBGene00003104,mab-7,mab-7
WBGene00044557,ZC13.10,ZC13.10
WBGene00018075,tbc-11,tbc-11
WBGene00003563,ncs-1,ncs-1
WBGene00018855,F55A4.3,F55A4.3
WBGene00018856,F55A4.4,F55A4.4
WBGene00018860,vpat-1,vpat-1
WBGene00003991,pfn-3,pfn-3
WBGene00018946,F56C3.9,F56C3.9
WBGene00195186,F19G12.10,F19G12.10
WBGene00017611,F19G12.3,F19G12.3
WBGene00023263,D1005.t1,D1005.t1
WBGene00016998,D1005.4,D1005.4
WBGene00017295,F09E10.5,F09E10.5
WBGene00219886,F09E10.15,F09E10.15
WBGene00023401,ZK380.t2,ZK380.t2
WBGene00016488,C36C9.5,C36C9.5
WBGene00001237,elc-2,elc-2
WBGene00017942,fbxc-37,fbxc-37
WBGene00000444,ceh-21,ceh-21
WBGene00006139,str-79,str-79
WBGene00018688,F52D2.6,F52D2.6
WBGene00219451,F52D2.12,F52D2.12
WBGene00018690,fbxa-46,fbxa-46
WBGene00022415,Y102A11A.5,Y102A11A.5
WBGene00022412,Y102A11A.2,Y102A11A.2
WBGene00000737,col-164,col-164
WBGene00018737,F53B1.4,F53B1.4
WBGene00219776,AH9.9,AH9.9
WBGene00014998,AH9.1,AH9.1
WBGene00020427,sav-1,sav-1
WBGene00020135,aakg-4,aakg-4
WBGene00019320,K02E10.6,K02E10.6
WBGene00003357,mir-264,mir-264
WBGene00018740,tra-4,tra-4
WBGene00018741,comt-1,comt-1
WBGene00021527,aakg-3,aakg-3
WBGene00021526,Y41G9A.2,Y41G9A.2
WBGene00015790,C15C7.4,C15C7.4
WBGene00002220,gcc-1,gcc-1
WBGene00015793,C15C7.7,C15C7.7
WBGene00017891,rgl-1,rgl-1
WBGene00002254,lbp-2,lbp-2
WBGene00006308,sul-1,sul-1
WBGene00019552,K09C4.7,K09C4.7
WBGene00006810,unc-78,unc-78
WBGene00022823,ZK813.4,ZK813.4
WBGene00022822,ZK813.3,ZK813.3
WBGene00022824,ZK813.5,ZK813.5
WBGene00015716,sox-4,sox-4
WBGene00004350,rgs-7,rgs-7
WBGene00000515,ckc-1,ckc-1
WBGene00020846,T27A10.6,T27A10.6
WBGene00020847,cgr-1,cgr-1
WBGene00003739,nlp-1,nlp-1
WBGene00006408,tag-18,tag-18
WBGene00018569,F47F2.1,F47F2.1
WBGene00015823,C16B8.3,C16B8.3
WBGene00303425,R02E12.12,R02E12.12
WBGene00017307,F09F9.2,F09F9.2
WBGene00018602,F48D6.4,F48D6.4
WBGene00016039,C24A8.5,C24A8.5
WBGene00017478,cest-26,cest-26
WBGene00003635,nhr-45,nhr-45
WBGene00018878,glit-1,glit-1
WBGene00019959,R08E3.3,R08E3.3
WBGene00020321,T07F12.1,T07F12.1
WBGene00001070,dpy-8,dpy-8
WBGene00016293,C31H2.3,C31H2.3
WBGene00017150,EGAP5.1,EGAP5.1
WBGene00044732,T03G11.10,T03G11.10
WBGene00002031,hst-6,hst-6
WBGene00016131,C26B9.1,C26B9.1
WBGene00006371,syx-3,syx-3
WBGene00018037,chtl-1,chtl-1
WBGene00077784,F35C8.9,F35C8.9
WBGene00015387,kcnl-3,kcnl-3
WBGene00015389,scav-1,scav-1
WBGene00015390,C03F11.4,C03F11.4
WBGene00016559,C41A3.2,C41A3.2
WBGene00020735,T23F2.2,T23F2.2
WBGene00020737,T23F2.4,T23F2.4
WBGene00020738,T23F2.5,T23F2.5
WBGene00020658,T21F4.1,T21F4.1
WBGene00017108,cyp-43A1,cyp-43A1
WBGene00021268,capa-1,capa-1
WBGene00017718,F22F4.5,F22F4.5
WBGene00015623,C09B8.4,C09B8.4
WBGene00015801,C15H9.5,C15H9.5
WBGene00004193,prx-3,prx-3
WBGene00015799,C15H9.3,C15H9.3
WBGene00015798,C15H9.2,C15H9.2
WBGene00000905,daf-9,daf-9
WBGene00077690,mtp-18,mtp-18
WBGene00020486,T13C5.6,T13C5.6
WBGene00002024,hsp-43,hsp-43
WBGene00021048,W05H9.1,W05H9.1
WBGene00000739,col-166,col-166
WBGene00000741,col-168,col-168
WBGene00000743,col-170,col-170
WBGene00015377,C03B1.6,C03B1.6
WBGene00015373,C03B1.2,C03B1.2
WBGene00020504,svh-2,svh-2
WBGene00043981,T14E8.4,T14E8.4
WBGene00020506,dop-3,dop-3
WBGene00016088,clec-266,clec-266
WBGene00002233,kqt-1,kqt-1
WBGene00016976,C56E10.3,C56E10.3
WBGene00016975,nhr-173,nhr-173
WBGene00003727,nhr-137,nhr-137
WBGene00000745,col-172,col-172
WBGene00019844,abts-4,abts-4
WBGene00019749,M03A8.3,M03A8.3
WBGene00019748,atg-2,atg-2
WBGene00016893,C53B7.2,C53B7.2
WBGene00017445,sid-5,sid-5
WBGene00015169,B0403.5,B0403.5
WBGene00015167,B0403.3,B0403.3
WBGene00002163,ist-1,ist-1
WBGene00000116,alh-10,alh-10
WBGene00016940,C55B6.4,C55B6.4
WBGene00001025,dnj-7,dnj-7
WBGene00004987,spp-2,spp-2
WBGene00044442,T08A9.13,T08A9.13
WBGene00016984,npr-8,npr-8
WBGene00015295,acl-12,acl-12
WBGene00018606,F48E3.6,F48E3.6
WBGene00018486,glb-16,glb-16
WBGene00007059,vps-52,vps-52
WBGene00017244,apy-1,apy-1
WBGene00206475,F27D9.12,F27D9.12
WBGene00016898,clik-2,clik-2
WBGene00002242,kvs-1,kvs-1
WBGene00022666,ZK154.4,ZK154.4
WBGene00016532,C39D10.5,C39D10.5
WBGene00018467,sdpn-1,sdpn-1
WBGene00019492,K07E3.4,K07E3.4
WBGene00000929,dao-3,dao-3
WBGene00006890,vem-1,vem-1
WBGene00019493,catp-5,catp-5
WBGene00017714,F22F1.2,F22F1.2
WBGene00019293,K02A6.2,K02A6.2
WBGene00017420,F13B9.2,F13B9.2
WBGene00019988,R09F10.5,R09F10.5
WBGene00018882,F55E10.2,F55E10.2
WBGene00018885,drd-5,drd-5
WBGene00018886,npr-28,npr-28
WBGene00018226,F40B5.2,F40B5.2
WBGene00006472,tag-123,tag-123
WBGene00017046,utx-1,utx-1
WBGene00044578,K01A12.4,K01A12.4
WBGene00018725,kreg-1,kreg-1
WBGene00006587,tnt-2,tnt-2
WBGene00019732,M02D8.6,M02D8.6
WBGene00019729,M02D8.3,M02D8.3
WBGene00044313,M02D8.7,M02D8.7
WBGene00016190,rcs-1,rcs-1
WBGene00015527,C06E2.1,C06E2.1
WBGene00015740,C13E3.1,C13E3.1
WBGene00003752,nlp-14,nlp-14
WBGene00016747,nmur-1,nmur-1
WBGene00017580,lgc-4,lgc-4
WBGene00003981,pes-8,pes-8
WBGene00017579,F18G5.1,F18G5.1
WBGene00001638,gly-13,gly-13
WBGene00044788,ttr-38,ttr-38
WBGene00007129,B0272.3,B0272.3
WBGene00014145,ZK899.7,ZK899.7
WBGene00219417,F34H10.9,F34H10.9
WBGene00009381,F34H10.4,F34H10.4
WBGene00011645,T09B9.4,T09B9.4
WBGene00009483,F36G3.2,F36G3.2
WBGene00002271,lec-8,lec-8
WBGene00009026,F21G4.5,F21G4.5
WBGene00009027,F21G4.6,F21G4.6
WBGene00023491,tsp-21,tsp-21
WBGene00013920,pssy-1,pssy-1
WBGene00008951,F19C6.2,F19C6.2
WBGene00013871,gnrr-3,gnrr-3
WBGene00009619,npr-6,npr-6
WBGene00009624,cnc-8,cnc-8
WBGene00009625,F41E7.9,F41E7.9
WBGene00011106,acl-5,acl-5
WBGene00011108,R07E3.7,R07E3.7
WBGene00009793,pkn-1,pkn-1
WBGene00008023,C39B10.3,C39B10.3
WBGene00008021,C39B10.1,C39B10.1
WBGene00008807,F14F3.4,F14F3.4
WBGene00003733,nhx-5,nhx-5
WBGene00010200,F57C7.4,F57C7.4
WBGene00001462,flp-19,flp-19
WBGene00010902,M79.2,M79.2
WBGene00008749,plpp-1.3,plpp-1.3
WBGene00011075,R07A4.4,R07A4.4
WBGene00011460,ttr-14,ttr-14
WBGene00009815,F47B10.4,F47B10.4
WBGene00011880,T21B6.3,T21B6.3
WBGene00012258,W04G3.5,W04G3.5
WBGene00044151,W04G3.12,W04G3.12
WBGene00012259,sulp-7,sulp-7
WBGene00011139,R08B4.3,R08B4.3
WBGene00007941,C34F6.7,C34F6.7
WBGene00003970,pek-1,pek-1
WBGene00007959,C35C5.10,C35C5.10
WBGene00007956,trpp-9,trpp-9
WBGene00009929,abts-2,abts-2
WBGene00009931,F52D10.4,F52D10.4
WBGene00006694,twk-44,twk-44
WBGene00011445,T04F8.7,T04F8.7
WBGene00008369,D1053.4,D1053.4
WBGene00008368,D1053.3,D1053.3
WBGene00003333,mir-239.2,mir-239.2
WBGene00006965,xtr-1,xtr-1
WBGene00013401,Y62H9A.13,Y62H9A.13
WBGene00008208,nhr-167,nhr-167
WBGene00004859,sma-5,sma-5
WBGene00007115,B0198.2,B0198.2
WBGene00006646,tsp-20,tsp-20
WBGene00007595,C15A7.2,C15A7.2
WBGene00012224,W03G11.2,W03G11.2
WBGene00009726,tbc-13,tbc-13
WBGene00000755,col-182,col-182
WBGene00009527,C02B4.t1,C02B4.t1
WBGene00003616,nhr-17,nhr-17
WBGene00004006,pgp-12,pgp-12
WBGene00011771,T14G8.3,T14G8.3
WBGene00304822,T14G8.6,T14G8.6
WBGene00001681,gpc-1,gpc-1
WBGene00007933,C34E7.3,C34E7.3
WBGene00007934,C34E7.4,C34E7.4
WBGene00007346,frpr-2,frpr-2
WBGene00008690,F11C1.1,F11C1.1
WBGene00010522,K03A11.5,K03A11.5
WBGene00008925,F17H10.1,F17H10.1
WBGene00003741,nlp-3,nlp-3
WBGene00009844,cwp-5,cwp-5
WBGene00001668,gpa-6,gpa-6
WBGene00010693,K08H2.7,K08H2.7
WBGene00003626,nhr-32,nhr-32
WBGene00164968,K08H2.10,K08H2.10
WBGene00010708,phf-33,phf-33
WBGene00003511,mxl-3,mxl-3
WBGene00008518,irld-2,irld-2
WBGene00008517,F02C12.3,F02C12.3
WBGene00008516,F02C12.2,F02C12.2
WBGene00194814,linc-34,linc-34
WBGene00008515,F02C12.1,F02C12.1
WBGene00008940,F18H3.4,F18H3.4
WBGene00003848,odr-1,odr-1
WBGene00010034,F54B11.11,F54B11.11
WBGene00006816,unc-84,unc-84
WBGene00012439,Y12A6A.1,Y12A6A.1
WBGene00006412,nlg-1,nlg-1
WBGene00000074,adm-2,adm-2
WBGene00010504,K02D3.1,K02D3.1
WBGene00010505,K02D3.2,K02D3.2
WBGene00010774,K11E4.2,K11E4.2
WBGene00014216,ZK1086.2,ZK1086.2
WBGene00005063,sra-37,sra-37
WBGene00005065,sra-39,sra-39
WBGene00009235,F28H6.7,F28H6.7
WBGene00044137,F28H6.8,F28H6.8
WBGene00008463,E02H4.5,E02H4.5
WBGene00023500,C11H1.9,C11H1.9
WBGene00009085,F23D12.1,F23D12.1
WBGene00010936,ztf-14,ztf-14
WBGene00011983,fbxa-81,fbxa-81
WBGene00200756,H01A20.4,H01A20.4
WBGene00006524,tap-1,tap-1
WBGene00007750,syg-2,syg-2
WBGene00007751,C26G2.2,C26G2.2
WBGene00006432,atrn-1,atrn-1
WBGene00009357,F33C8.2,F33C8.2
WBGene00000221,atf-4,atf-4
WBGene00007775,acd-3,acd-3
WBGene00007771,C27C12.1,C27C12.1
WBGene00197185,Y70D2A.5,Y70D2A.5
WBGene00013496,Y70D2A.1,Y70D2A.1
WBGene00003411,mrp-5,mrp-5
WBGene00000191,arl-7,arl-7
WBGene00008977,iglr-1,iglr-1
WBGene00007668,C18B12.6,C18B12.6
WBGene00001468,flr-4,flr-4
WBGene00008606,dhhc-1,dhhc-1
WBGene00011684,T10B10.8,T10B10.8
WBGene00009789,F46F2.5,F46F2.5
WBGene00010701,ent-2,ent-2
WBGene00010725,erv-46,erv-46
WBGene00194664,K09E9.7,K09E9.7
WBGene00023497,lin-15B,lin-15B
WBGene00023498,lin-15A,lin-15A
WBGene00012409,Y7A5A.3,Y7A5A.3
WBGene00012412,Y7A5A.6,Y7A5A.6
WBGene00012413,Y7A5A.7,Y7A5A.7
WBGene00219596,linc-140,linc-140
WBGene00010009,F53H4.4,F53H4.4
WBGene00009278,npr-33,npr-33
WBGene00007484,C09G1.2,C09G1.2
WBGene00007485,C09G1.3,C09G1.3
WBGene00007174,mboa-1,mboa-1
WBGene00007816,C30F2.2,C30F2.2
WBGene00219300,W10G6.6,W10G6.6
WBGene00003624,nhr-28,nhr-28
WBGene00003555,nas-39,nas-39
WBGene00018184,F38E9.1,F38E9.1
WBGene00003933,pat-9,pat-9
WBGene00219912,F22H10.10,F22H10.10
WBGene00000294,cas-1,cas-1
WBGene00219693,linc-144,linc-144
WBGene00020632,T20F7.5,T20F7.5
WBGene00018204,F39F10.4,F39F10.4
WBGene00015586,lido-1,lido-1
WBGene00000993,dhs-30,dhs-30
WBGene00016899,C53C11.1,C53C11.1
WBGene00017338,F10D7.1,F10D7.1
WBGene00003891,osm-11,osm-11
WBGene00003369,mlc-1,mlc-1
WBGene00020732,T23E7.2,T23E7.2
WBGene00019189,H11L12.1,H11L12.1
WBGene00007068,cTel55X.1,cTel55X.1
WBGene00021676,pid-2,pid-2
WBGene00000622,col-45,col-45
WBGene00002079,xpo-2,xpo-2
WBGene00302974,Y65B4BM.3,Y65B4BM.3
WBGene00002393,lpr-1,lpr-1
WBGene00000434,ceh-9,ceh-9
WBGene00021209,hgap-1,hgap-1
WBGene00022390,him-19,him-19
WBGene00021332,Y34D9A.7,Y34D9A.7
WBGene00021693,Y48G8AR.2,Y48G8AR.2
WBGene00021694,Y48G8AR.3,Y48G8AR.3
WBGene00022366,Y92H12BL.5,Y92H12BL.5
WBGene00022270,Y73E7A.3,Y73E7A.3
WBGene00000269,bre-4,bre-4
WBGene00022148,ddx-27,ddx-27
WBGene00021238,gap-3,gap-3
WBGene00022281,abtm-1,abtm-1
WBGene00045093,Y23H5B.10,Y23H5B.10
WBGene00021271,spe-47,spe-47
WBGene00021270,pid-3,pid-3
WBGene00000801,cars-2,cars-2
WBGene00044927,F32B5.9,F32B5.9
WBGene00021127,W10C8.4,W10C8.4
WBGene00022117,Y71F9AL.12,Y71F9AL.12
WBGene00003387,mod-5,mod-5
WBGene00019595,dscc-1,dscc-1
WBGene00021830,Y54E10A.10,Y54E10A.10
WBGene00021832,syp-5,syp-5
WBGene00001481,fog-1,fog-1
WBGene00004404,rom-5,rom-5
WBGene00021834,mab-31,mab-31
WBGene00020915,nol-58,nol-58
WBGene00020913,W01B11.1,W01B11.1
WBGene00021039,W05F2.7,W05F2.7
WBGene00004775,sep-1,sep-1
WBGene00021641,Y47G6A.15,Y47G6A.15
WBGene00021638,Y47G6A.9,Y47G6A.9
WBGene00021649,Y47G6A.25,Y47G6A.25
WBGene00044437,Y47G6A.32,Y47G6A.32
WBGene00003418,msh-2,msh-2
WBGene00219678,linc-9,linc-9
WBGene00020192,T03F1.11,T03F1.11
WBGene00020193,T03F1.12,T03F1.12
WBGene00016839,C50F2.5,C50F2.5
WBGene00020628,T20F5.6,T20F5.6
WBGene00020036,R12E2.11,R12E2.11
WBGene00004093,ppw-1,ppw-1
WBGene00015975,cas-2,cas-2
WBGene00015976,C18E3.9,C18E3.9
WBGene00016608,cogc-5,cogc-5
WBGene00016607,C43E11.9,C43E11.9
WBGene00021628,Y47D9A.1,Y47D9A.1
WBGene00022834,ZK973.8,ZK973.8
WBGene00016565,C41D11.6,C41D11.6
WBGene00271778,T01A4.9,T01A4.9
WBGene00022474,zig-9,zig-9
WBGene00004113,pqn-24,pqn-24
WBGene00017001,D1007.3,D1007.3
WBGene00017003,D1007.5,D1007.5
WBGene00016653,ssb-1,ssb-1
WBGene00021111,W09C3.3,W09C3.3
WBGene00015695,ugt-26,ugt-26
WBGene00015691,viln-1,viln-1
WBGene00018798,gnrr-1,gnrr-1
WBGene00019009,clec-90,clec-90
WBGene00021015,enu-3.3,enu-3.3
WBGene00003906,paf-1,paf-1
WBGene00016259,C30F8.3,C30F8.3
WBGene00022460,use-1,use-1
WBGene00004955,spd-5,spd-5
WBGene00015095,B0261.7,B0261.7
WBGene00015312,C01G8.1,C01G8.1
WBGene00018596,F48C1.3,F48C1.3
WBGene00018598,F48C1.5,F48C1.5
WBGene00018595,fbxa-145,fbxa-145
WBGene00018594,aman-3,aman-3
WBGene00016041,C24A11.2,C24A11.2
WBGene00001067,dpy-5,dpy-5
WBGene00017858,F27C1.11,F27C1.11
WBGene00017860,F27C1.13,F27C1.13
WBGene00020263,let-355,let-355
WBGene00019077,zipt-11,zipt-11
WBGene00019075,F59A3.2,F59A3.2
WBGene00019074,cpd-1,cpd-1
WBGene00002225,klp-15,klp-15
WBGene00000473,cey-2,cey-2
WBGene00018510,F46F11.7,F46F11.7
WBGene00018890,F55F8.2,F55F8.2
WBGene00018995,ccpp-1,ccpp-1
WBGene00020694,dhhc-11,dhhc-11
WBGene00003020,lin-35,lin-35
WBGene00016331,obr-4,obr-4
WBGene00194700,B0025.5,B0025.5
WBGene00016156,ari-1.3,ari-1.3
WBGene00016157,ari-1.2,ari-1.2
WBGene00020843,T27A3.7,T27A3.7
WBGene00020260,T05E7.4,T05E7.4
WBGene00003059,lpd-2,lpd-2
WBGene00016750,let-611,let-611
WBGene00019395,K04F10.2,K04F10.2
WBGene00018156,ncbp-1,ncbp-1
WBGene00019431,K06A5.3,K06A5.3
WBGene00020933,W02D3.4,W02D3.4
WBGene00003170,mec-6,mec-6
WBGene00017239,F08B6.1,F08B6.1
WBGene00019246,rpb-5,rpb-5
WBGene00001598,glh-1,glh-1
WBGene00016745,C48B6.9,C48B6.9
WBGene00020401,T10B11.5,T10B11.5
WBGene00016263,C30F12.4,C30F12.4
WBGene00044764,W01A8.7,W01A8.7
WBGene00044988,W01A8.8,W01A8.8
WBGene00011061,wago-1,wago-1
WBGene00000963,dhp-1,dhp-1
WBGene00011065,R06C7.6,R06C7.6
WBGene00008762,ztf-2,ztf-2
WBGene00008763,F13G3.3,F13G3.3
WBGene00009916,F52A8.3,F52A8.3
WBGene00009919,kbrl-1,kbrl-1
WBGene00000496,chs-1,chs-1
WBGene00008411,mans-1,mans-1
WBGene00004178,prg-1,prg-1
WBGene00009145,F26A3.7,F26A3.7
WBGene00077543,F27D4.8,F27D4.8
WBGene00011232,pck-2,pck-2
WBGene00009272,gras-1,gras-1
WBGene00011235,suro-1,suro-1
WBGene00010113,F55D12.5,F55D12.5
WBGene00271605,H05L14.3,H05L14.3
WBGene00010367,H05L14.2,H05L14.2
WBGene00008317,C54G4.7,C54G4.7
WBGene00002101,ins-18,ins-18
WBGene00044122,T28B8.6,T28B8.6
WBGene00004966,spe-12,spe-12
WBGene00044094,fitm-2,fitm-2
WBGene00013958,nol-16,nol-16
WBGene00007913,cyp-36A1,cyp-36A1
WBGene00006531,tba-5,tba-5
WBGene00008890,ser-5,ser-5
WBGene00011828,nepr-1,nepr-1
WBGene00086554,D1081.12,D1081.12
WBGene00008382,D1081.4,D1081.4
WBGene00008387,zhp-2,zhp-2
WBGene00008386,cdc-5L,cdc-5L
WBGene00006976,zhp-3,zhp-3
WBGene00001677,gpa-15,gpa-15
WBGene00009673,F43G9.13,F43G9.13
WBGene00012150,syx-17,syx-17
WBGene00009562,flp-22,flp-22
WBGene00045237,mrt-1,mrt-1
WBGene00009563,F39H2.3,F39H2.3
WBGene00010620,K07A12.1,K07A12.1
WBGene00086557,K07A12.8,K07A12.8
WBGene00010624,mrps-15,mrps-15
WBGene00007972,prp-4,prp-4
WBGene00006618,trt-1,trt-1
WBGene00009456,F36A2.9,F36A2.9
WBGene00219592,linc-84,linc-84
WBGene00010133,F55H12.2,F55H12.2
WBGene00009959,F53B6.4,F53B6.4
WBGene00000058,acr-19,acr-19
WBGene00010421,slc-36.4,slc-36.4
WBGene00009128,mrpl-54,mrpl-54
WBGene00044987,K07A1.17,K07A1.17
WBGene00007297,C04F12.1,C04F12.1
WBGene00010488,endu-1,endu-1
WBGene00009163,drsh-1,drsh-1
WBGene00010731,K10C3.4,K10C3.4
WBGene00010732,K10C3.5,K10C3.5
WBGene00003524,nas-5,nas-5
WBGene00009940,strl-1,strl-1
WBGene00013695,epg-8,epg-8
WBGene00008667,F10G8.9,F10G8.9
WBGene00008666,F10G8.8,F10G8.8
WBGene00007155,B0379.1,B0379.1
WBGene00000931,dao-5,dao-5
WBGene00003000,lin-11,lin-11
WBGene00001337,ears-1,ears-1
WBGene00189958,F45H11.8,F45H11.8
WBGene00013723,Y106G6H.13,Y106G6H.13
WBGene00003083,lst-1,lst-1
WBGene00001228,eif-3.E,eif-3.E
WBGene00015229,fbxa-125,fbxa-125
WBGene00016391,lonp-1,lonp-1
WBGene00015023,B0205.9,B0205.9
WBGene00020860,nspd-10,nspd-10
WBGene00020857,srt-62,srt-62
WBGene00018627,F49D11.3,F49D11.3
WBGene00194698,F49D11.11,F49D11.11
WBGene00018626,F49D11.2,F49D11.2
WBGene00045433,F49D11.10,F49D11.10
WBGene00018632,tag-296,tag-296
WBGene00009220,F28D9.4,F28D9.4
WBGene00002119,ins-36,ins-36
